G,P,N,A
5110,1133,746,1654
5110,1134,746,1654
5110,1134,745,1654
5110,1134,745,1649
5110,1135,744,1649
5110,1130,744,1649
5110,1131,745,1654
5110,1136,745,1649
5110,1137,745,1649
5110,1138,745,1654
5110,1138,742,1659
5110,1139,742,1669
5110,1139,741,1674
5110,1140,741,1674
5110,1140,742,1679
5110,1140,742,1679
5110,1141,744,1679
5110,1141,744,1684
5110,1141,745,1684
5110,1147,745,1689
5110,1147,743,1694
5110,1148,743,1694
5110,1143,745,1699
5110,1149,745,1699
5110,1154,745,1704
5110,1150,745,1704
5110,1150,744,1704
5110,1146,744,1709
5110,1146,741,1709
5110,1152,741,1714
5110,1152,742,1714
5110,1152,742,1714
5110,1148,744,1719
5110,1148,744,1719
5110,1149,745,1724
5110,1149,745,1729
5110,1150,743,1729
5110,1151,743,1734
5110,1151,744,1734
5110,1152,744,1739
5110,1152,744,1744
5110,1153,744,1744
5110,1148,743,1744
5110,1153,743,1749
5110,1153,740,1749
5110,1154,740,1749
5110,1154,742,1754
5110,1155,742,1754
5110,1155,744,1759
5110,1156,744,1759
5110,1157,744,1759
5110,1157,744,1759
5110,1158,743,1764
5110,1154,743,1764
5110,1159,744,1769
5110,1159,744,1769
5110,1160,744,1774
5110,1160,744,1779
5110,1155,742,1779
5110,1161,742,1784
5110,1161,740,1784
5110,1162,740,1784
5110,1162,741,1789
5110,1163,741,1789
5110,1164,743,1789
5110,1164,743,1789
5110,1165,744,1794
5110,1165,744,1799
5110,1161,742,1799
5110,1161,742,1799
5110,1166,744,1804
5110,1167,744,1809
5110,1167,745,1809
5110,1163,745,1814
5110,1163,743,1814
5110,1169,743,1819
5110,1169,741,1819
5110,1170,741,1819
5110,1165,742,1824
5110,1166,742,1824
5110,1166,743,1829
5110,1171,743,1834
5110,1172,744,1839
5110,1172,744,1839
5110,1172,742,1839
5110,1173,742,1844
5110,1173,743,1844
5110,1174,743,1844
5110,1174,744,1844
5110,1175,744,1844
5110,1176,742,1844
5110,1176,742,1844
5110,1177,740,1844
5110,1173,740,1849
5110,1173,740,1854
5110,1174,740,1859
5110,1174,741,1864
5110,1174,741,1864
5110,1175,743,1869
5110,1180,743,1869
5110,1181,741,1869
5110,1181,741,1869
5110,1182,742,1874
5110,1182,742,1879
5110,1183,743,1884
5110,1184,743,1884
5110,1184,742,1889
5110,1185,742,1889
5110,1185,740,1894
5110,1186,740,1899
5110,1186,740,1899
5110,1181,740,1899
5110,1182,742,1899
5110,1182,742,1904
5110,1183,744,1904
5110,1183,744,1904
5110,1184,742,1909
5110,1185,742,1909
5110,1185,743,1914
5110,1186,743,1914
5110,1186,744,1919
5110,1186,744,1924
5110,1187,743,1924
5110,1187,743,1929
5110,1187,741,1929
5110,1188,741,1934
5110,1193,741,1934
5110,1193,741,1939
5110,1194,742,1939
5110,1194,742,1944
5110,1195,743,1944
5110,1196,743,1944
5110,1196,741,1944
5110,1197,741,1949
5110,1197,741,1949
5110,1198,741,1954
5110,1198,742,1954
5110,1199,742,1959
5110,1199,741,1959
5110,1200,741,1959
5110,1200,739,1964
5110,1201,739,1964
5110,1202,739,1969
5110,1202,739,1969
5110,1203,740,1974
5110,1204,740,1979
5110,1199,742,1979
5110,1200,742,1984
5110,1206,741,1984
5110,1206,741,1989
5110,1206,741,1989
5110,1207,741,1989
5110,1202,743,1994
5110,1203,743,1994
5110,1203,743,1994
5110,1209,743,1999
5110,1210,740,2004
5110,1211,740,2004
5110,1212,740,2009
5110,1207,740,2009
5110,1208,742,2014
5110,1213,742,2019
5110,1214,744,2019
5110,1214,744,2019
5110,1214,742,2019
5110,1210,742,2024
5110,1215,742,2024
5110,1216,742,2029
5110,1216,744,2029
5110,1217,744,2034
5110,1218,744,2039
5110,1218,744,2039
5110,1219,741,2044
5110,1220,741,2044
5110,1220,740,2044
5110,1221,740,2049
5110,1221,741,2049
5110,1221,741,2054
5110,1222,744,2054
5110,1222,744,2059
5110,1223,743,2059
5110,1224,743,2064
5110,1224,742,2064
5110,1225,742,2069
5110,1225,744,2069
5110,1226,744,2069
5110,1226,744,2069
5110,1227,744,2074
5110,1227,741,2074
5110,1228,741,2079
5110,1228,741,2079
5110,1229,741,2084
5110,1229,742,2084
5110,1235,742,2089
5110,1235,744,2094
5110,1236,744,2099
5110,1236,743,2099
5110,1237,743,2104
5110,1237,743,2104
5110,1233,743,2104
5110,1233,745,2109
5110,1233,745,2109
5110,1234,745,2114
5110,1234,745,2119
5110,1234,743,2119
5110,1235,743,2119
5110,1235,741,2119
5110,1236,741,2124
5110,1237,742,2124
5110,1238,742,2129
5110,1238,744,2129
5110,1239,744,2134
5110,1240,743,2134
5110,1240,743,2134
5110,1241,743,2139
5110,1241,743,2139
5110,1242,744,2144
5110,1242,744,2149
5110,1243,744,2154
5110,1243,744,2159
5110,1244,742,2159
5110,1245,742,2164
5110,1246,741,2164
5110,1246,741,2164
5110,1247,741,2164
5110,1248,741,2169
5110,1249,744,2169
5110,1249,744,2174
5110,1250,744,2174
5110,1250,744,2179
5110,1250,742,2184
5110,1251,742,2184
5110,1251,744,2184
5110,1252,744,2189
5110,1252,745,2189
5110,1253,745,2189
5110,1254,743,2189
5110,1254,743,2194
5110,1255,741,2194
5110,1255,741,2199
5110,1256,741,2204
5110,1256,741,2204
5110,1257,743,2209
5110,1257,743,2209
5110,1258,743,2214
5110,1258,743,2214
5110,1259,742,2219
5110,1259,742,2219
5110,1260,743,2224
5110,1261,743,2229
5110,1261,744,2229
5110,1262,744,2229
5110,1268,742,2229
5110,1264,742,2229
5110,1264,739,2234
5110,1265,739,2234
5110,1270,740,2234
5110,1266,740,2239
5110,1077,744,1364
5110,1082,744,1364
5110,1078,744,1369
5110,1079,741,1374
5110,1079,741,1374
5110,1080,739,1379
5110,1080,739,1379
5110,1081,741,1384
5110,1081,741,1384
5110,1081,743,1384
5110,1081,743,1384
5110,1082,741,1389
5110,1082,741,1389
5110,1082,741,1394
5110,1083,741,1394
5110,1083,743,1399
5110,1084,743,1399
5110,1084,743,1404
5110,1085,743,1409
5110,1080,740,1409
5110,1081,740,1414
5110,1081,740,1414
5110,1081,740,1414
5110,1082,741,1419
5110,1087,741,1419
5110,1087,744,1419
5110,1088,744,1424
5110,1088,743,1429
5110,1088,743,1429
5110,1089,743,1429
5110,1090,743,1434
5110,1090,745,1434
5110,1091,745,1439
5110,1091,745,1439
5110,1092,745,1444
5110,1092,742,1444
5110,1092,742,1444
5110,1092,741,1449
5110,1092,741,1449
5110,1093,742,1454
5110,1093,742,1459
5110,1093,744,1459
5110,1094,744,1459
5110,1095,743,1459
5110,1095,743,1459
5110,1096,743,1464
5110,1096,743,1464
5110,1097,744,1469
5110,1097,744,1474
5110,1097,745,1474
5110,1097,745,1479
5110,1098,743,1484
5110,1098,743,1484
5110,1098,741,1489
5110,1098,741,1489
5110,1099,743,1489
5110,1100,743,1494
5110,1100,745,1494
5110,1096,745,1494
5110,1096,744,1494
5110,1097,744,1499
5110,1102,744,1499
5110,1102,744,1504
5110,1103,745,1504
5110,1103,745,1509
5110,1104,746,1509
5110,1109,746,1509
5110,1110,743,1514
5110,1105,743,1514
5110,1106,741,1519
5110,1106,741,1519
5110,1107,742,1524
5110,1108,742,1524
5110,1108,744,1524
5110,1109,744,1529
5110,1109,744,1529
5110,1109,744,1534
5110,1110,743,1534
5110,1110,743,1539
5110,1110,745,1539
5110,1111,745,1544
5110,1111,746,1544
5110,1112,746,1544
5110,1112,744,1549
5110,1113,744,1549
5110,1113,741,1554
5110,1114,741,1554
5110,1115,742,1559
5110,1115,742,1559
5110,1115,744,1559
5110,1116,744,1559
5110,1116,744,1564
5110,1116,744,1564
5110,1117,743,1569
5110,1117,743,1569
5110,1118,745,1574
5110,1118,745,1574
5110,1119,746,1579
5110,1120,746,1579
5110,1120,744,1584
5110,1121,744,1584
5110,1121,740,1584
5110,1122,740,1589
5110,1122,741,1589
5110,1123,741,1594
5110,1123,744,1599
5110,1123,744,1599
5110,1124,744,1604
5110,1124,744,1604
5110,1125,743,1604
5110,1126,743,1609
5110,1126,744,1609
5110,1127,744,1609
5110,1128,745,1614
5110,1128,745,1614
5110,1129,743,1619
5110,1129,743,1619
5110,1129,740,1624
5110,1130,740,1624
5110,1130,741,1629
5110,1130,741,1629
5110,1131,743,1634
5110,1131,743,1634
5110,1132,744,1639
5110,1132,744,1639
5110,1133,743,1639
5110,1134,743,1644
5110,1134,744,1644
5110,1134,744,1644
5110,1135,745,1649
5110,1135,745,1654
5110,1135,743,1654
5110,1135,743,1654
5110,1136,741,1654
5110,1136,741,1654
5110,1136,741,1659
5110,1137,741,1659
5110,1138,744,1664
5110,1138,744,1669
5110,1139,745,1669
5110,1139,745,1669
5110,1140,743,1674
5110,1141,743,1674
5110,1141,744,1679
5110,1141,744,1679
5110,1142,745,1684
5110,1142,745,1689
5110,1142,743,1694
5110,1143,743,1694
5110,1143,740,1699
5110,1144,740,1699
5110,1144,741,1699
5110,1145,741,1699
5110,1146,743,1699
5110,1147,743,1699
5110,1147,744,1704
5110,1148,744,1709
5110,1148,742,1714
5110,1148,742,1714
5110,1149,743,1714
5110,1149,743,1714
5110,1149,744,1719
5110,1150,744,1724
5110,1150,743,1724
5110,1151,743,1724
5110,1152,741,1729
5110,1153,741,1734
5110,1148,741,1734
5110,1149,741,1739
5110,1149,743,1744
5110,1150,743,1744
5110,1155,744,1744
5110,1156,744,1749
5110,1156,742,1749
5110,1156,742,1749
5110,1156,743,1749
5110,1157,743,1749
5110,1157,744,1754
5110,1158,744,1754
5110,1159,744,1759
5110,1159,744,1764
5110,1155,742,1764
5110,1155,742,1769
5110,1155,742,1774
5110,1156,742,1774
5110,1156,743,1779
5110,1156,743,1779
5110,1162,745,1779
5110,1162,745,1784
5110,1162,743,1784
5110,1163,743,1784
5110,1164,744,1789
5110,1164,744,1789
5110,1165,745,1789
5110,1166,745,1794
5110,1166,744,1794
5110,1167,744,1799
5110,1167,741,1799
5110,1168,741,1804
5110,1168,740,1804
5110,1168,740,1804
5110,1169,742,1809
5110,1169,742,1814
5110,1170,743,1814
5110,1170,743,1819
5110,1171,742,1819
5110,1172,742,1824
5110,1173,743,1824
5110,1173,743,1829
5110,1174,744,1829
5110,1175,744,1834
5110,1175,744,1834
5110,1176,744,1834
5110,1176,741,1839
5110,1176,741,1839
5110,1177,740,1839
5110,1177,740,1844
5110,1178,742,1844
5110,1178,742,1844
5110,1179,744,1849
5110,1179,744,1854
5110,1180,742,1854
5110,1180,742,1854
5110,1181,743,1859
5110,1181,743,1864
5110,1181,744,1869
5110,1181,744,1869
5110,1182,744,1869
5110,1182,741,1869
5110,1182,741,1874
5110,1183,741,1874
5110,1184,740,1879
5110,1184,740,1879
5110,1185,741,1884
5110,1186,741,1884
5110,1186,743,1884
5110,1187,743,1889
5110,1187,742,1894
5110,1188,742,1894
5110,1188,742,1899
5110,1189,742,1899
5110,1189,744,1904
5110,1189,744,1904
5110,1190,744,1904
5110,1190,744,1909
5110,1191,741,1909
5110,1192,741,1909
5110,1192,740,1914
5110,1193,740,1919
5110,1194,742,1919
5110,1194,742,1919
5110,1194,744,1924
5110,1195,744,1924
5110,1195,743,1929
5110,1195,743,1934
5110,1196,743,1934
5110,1196,744,1934
5110,1191,744,1939
5110,1192,744,1939
5110,1192,744,1939
5110,1193,744,1944
5110,1199,742,1949
5110,1194,742,1949
5110,1195,740,1954
5110,1195,742,1954
5110,1196,742,1959
5110,1196,744,1959
5110,1202,744,1959
5110,1202,744,1964
5110,1203,742,1964
5110,1203,743,1969
5110,1204,743,1974
5110,1205,744,1979
5110,1206,744,1979
5110,1206,745,1984
5110,1207,745,1984
5110,1208,743,1989
5110,1208,743,1989
5110,1209,743,1989
5110,1209,741,1994
5110,1209,742,1994
5110,1209,742,1994
5110,1210,745,1994
5110,1215,745,1994
5110,1216,744,1999
5110,1211,744,2004
5110,1212,743,2009
5110,1213,743,2009
5110,1213,745,2014
5110,1214,745,2014
5110,1214,745,2019
5110,1215,745,2019
5110,1215,742,2019
5110,1216,742,2024
5110,1216,741,2024
5110,1216,741,2029
5110,1217,742,2029
5110,1217,742,2034
5110,1217,742,2034
5110,1218,744,2039
5110,1218,744,2039
5110,1219,744,2039
5110,1219,743,2039
5110,1220,743,2044
5110,1220,745,2049
5110,1220,745,2049
5110,1221,745,2054
5110,1221,745,2059
5110,1221,743,2059
5110,1222,743,2059
5110,1222,741,2064
5110,1223,741,2064
5110,1223,742,2069
5110,1229,742,2069
5110,1235,744,2074
5110,1235,744,2074
5110,1236,743,2074
5110,1237,743,2079
5110,1237,743,2079
5110,1228,743,2079
5110,1228,744,2084
5110,1229,744,2089
5110,1229,744,2094
5110,1229,744,2094
5110,1230,743,2099
5110,1230,743,2104
5110,1231,740,2104
5110,1232,740,2104
5110,1232,741,2109
5110,1233,741,2114
5110,1233,743,2114
5110,1234,743,2114
5110,1234,744,2114
5110,1235,744,2119
5110,1235,742,2124
5110,1235,742,2124
5110,1236,744,2129
5110,1236,744,2129
5110,1236,746,2134
5110,1237,746,2134
5110,1238,744,2134
5110,1238,744,2134
5110,1239,741,2139
5110,1239,741,2144
5110,1235,742,2149
5110,1236,742,2149
5110,1241,743,2149
5110,1242,743,2149
5110,1237,743,2154
5110,1243,744,2154
5110,1243,744,2154
5110,1244,742,2159
5110,1245,742,2159
5110,1245,742,2164
5110,1246,743,2169
5110,1247,743,2169
5110,1248,741,2174
5110,1248,741,2174
5110,1249,741,2179
5110,1250,738,2179
5110,1250,738,2184
5110,1251,740,2184
5110,1251,742,2189
5110,1246,742,2189
5110,1247,743,2189
5110,1247,743,2194
5110,1248,743,2194
5110,1249,743,2194
5110,1249,743,2199
5110,1250,744,2199
5110,1251,744,2204
5110,1256,744,2204
5110,1257,743,2204
5110,1257,743,2209
5110,1258,740,2214
5110,1258,740,2219
5110,1258,741,2224
5110,1259,741,2224
5110,1260,742,2224
5110,1260,742,2224
5110,1261,743,2229
5110,1262,743,2229
5110,1262,742,2229
5110,1258,742,2229
5110,1259,743,2234
5110,1259,743,2234
5110,1260,744,2239
5110,1074,742,1364
5110,1075,742,1364
5110,1076,741,1369
5110,1071,741,1369
5110,1072,742,1369
5110,1078,742,1369
5110,1078,744,1374
5110,1079,744,1374
5110,1079,745,1379
5110,1079,745,1379
5110,1080,742,1384
5110,1080,742,1384
5110,1080,741,1389
5110,1081,741,1389
5110,1081,743,1394
5110,1082,743,1394
5110,1082,746,1394
5110,1083,746,1399
5110,1078,745,1404
5110,1084,745,1404
5110,1079,744,1409
5110,1080,744,1409
5110,1085,746,1409
5110,1085,746,1414
5110,1085,746,1414
5110,1086,746,1414
5110,1086,743,1419
5110,1086,743,1419
5110,1087,742,1419
5110,1088,742,1424
5110,1088,742,1424
5110,1089,742,1429
5110,1089,745,1434
5110,1085,745,1434
5110,1091,744,1439
5110,1091,744,1439
5110,1092,744,1439
5110,1092,744,1444
5110,1092,746,1444
5110,1093,746,1449
5110,1093,747,1449
5110,1093,747,1454
5110,1094,744,1454
5110,1094,744,1459
5110,1095,741,1459
5110,1095,741,1464
5110,1096,743,1464
5110,1096,743,1469
5110,1096,745,1469
5110,1097,745,1474
5110,1097,743,1474
5110,1098,743,1479
5110,1098,743,1479
5110,1098,743,1479
5110,1099,744,1484
5110,1099,744,1484
5110,1100,745,1484
5110,1101,745,1484
5110,1101,743,1489
5110,1102,743,1489
5110,1102,742,1489
5110,1098,742,1494
5110,1098,743,1494
5110,1099,743,1489
5110,1099,745,1494
5110,1104,745,1499
5110,1104,745,1504
5110,1104,745,1509
5110,1105,744,1509
5110,1105,744,1514
5110,1106,746,1519
5110,1106,746,1519
5110,1107,746,1519
5110,1107,746,1524
5110,1108,743,1529
5110,1109,743,1529
5110,1109,741,1529
5110,1109,741,1534
5110,1110,742,1534
5110,1110,742,1539
5110,1110,744,1539
5110,1111,744,1544
5110,1111,745,1544
5110,1112,745,1549
5110,1113,743,1549
5110,1113,743,1549
5110,1114,745,1549
5110,1114,745,1554
5110,1115,745,1559
5110,1116,745,1559
5110,1116,744,1559
5110,1116,744,1559
5110,1117,741,1564
5110,1117,741,1564
5110,1117,743,1569
5110,1117,743,1569
5110,1118,745,1569
5110,1118,745,1574
5110,1119,744,1579
5110,1119,744,1579
5110,1120,743,1584
5110,1121,743,1589
5110,1121,744,1589
5110,1122,744,1594
5110,1122,745,1594
5110,1122,745,1594
5110,1123,744,1594
5110,1123,744,1599
5110,1123,741,1599
5110,1123,741,1599
5110,1124,742,1604
5110,1124,742,1604
5110,1125,745,1604
5110,1126,745,1604
5110,1126,745,1609
5110,1127,745,1609
5110,1128,743,1614
5110,1128,743,1619
5110,1128,745,1619
5110,1129,745,1624
5110,1129,746,1624
5110,1129,746,1629
5110,1130,743,1629
5110,1130,743,1634
5110,1131,741,1634
5110,1131,741,1639
5110,1132,742,1639
5110,1133,742,1639
5110,1134,744,1639
5110,1134,744,1644
5110,1135,745,1644
5110,1135,745,1649
5110,1136,743,1654
5110,1136,743,1654
5110,1137,744,1654
5110,1137,744,1659
5110,1137,746,1659
5110,1138,746,1664
5110,1138,744,1664
5110,1139,744,1664
5110,1140,742,1669
5110,1140,742,1674
5110,1141,743,1674
5110,1142,743,1679
5110,1142,744,1679
5110,1142,744,1684
5110,1143,744,1684
5110,1143,744,1689
5110,1143,743,1689
5110,1143,743,1689
5110,1144,744,1694
5110,1144,744,1699
5110,1144,745,1699
5110,1145,745,1699
5110,1146,744,1699
5110,1146,744,1704
5110,1147,741,1704
5110,1147,741,1709
5110,1148,742,1709
5110,1148,742,1709
5110,1149,744,1714
5110,1149,744,1714
5110,1149,745,1719
5110,1150,745,1719
5110,1150,743,1724
5110,1150,743,1724
5110,1151,744,1729
5110,1147,744,1734
5110,1147,745,1734
5110,1148,745,1739
5110,1149,744,1739
5110,1149,744,1739
5110,1150,742,1744
5110,1150,742,1744
5110,1155,742,1744
5110,1155,742,1749
5110,1156,742,1749
5110,1156,742,1749
5110,1157,745,1754
5110,1157,745,1754
5110,1158,743,1759
5110,1159,743,1764
5110,1160,743,1764
5110,1160,743,1764
5110,1161,745,1769
5110,1161,745,1769
5110,1162,744,1774
5110,1162,744,1774
5110,1162,741,1779
5110,1162,741,1779
5110,1163,742,1779
5110,1163,742,1784
5110,1163,743,1784
5110,1164,743,1789
5110,1165,745,1789
5110,1165,745,1789
5110,1166,743,1794
5110,1167,743,1799
5110,1167,743,1804
5110,1168,743,1804
5110,1168,744,1809
5110,1169,744,1809
5110,1169,744,1809
5110,1170,744,1809
5110,1170,741,1814
5110,1166,741,1819
5110,1166,741,1824
5110,1167,741,1829
5110,1168,743,1829
5110,1169,743,1834
5110,1174,744,1839
5110,1175,744,1839
5110,1176,742,1834
5110,1176,742,1834
5110,1176,743,1839
5110,1177,743,1839
5110,1177,744,1839
5110,1177,744,1839
5110,1178,743,1844
5110,1178,743,1849
5110,1179,741,1849
5110,1179,741,1854
5110,1180,741,1859
5110,1181,741,1859
5110,1181,742,1859
5110,1182,742,1864
5110,1182,744,1864
5110,1183,744,1869
5110,1183,742,1869
5110,1183,742,1874
5110,1184,742,1874
5110,1184,742,1874
5110,1184,745,1879
5110,1185,745,1879
5110,1185,744,1884
5110,1186,744,1884
5110,1186,741,1884
5110,1187,741,1884
5110,1187,741,1889
5110,1188,741,1889
5110,1188,742,1894
5110,1189,742,1899
5110,1189,743,1899
5110,1189,743,1904
5110,1189,742,1909
5110,1190,742,1909
5110,1190,742,1914
5110,1191,742,1909
5110,1196,743,1914
5110,1192,743,1914
5110,1193,743,1919
5110,1193,743,1919
5110,1194,740,1924
5110,1195,740,1924
5110,1195,739,1929
5110,1195,739,1929
5110,1196,741,1934
5110,1196,741,1934
5110,1197,744,1939
5110,1197,744,1939
5110,1198,743,1939
5110,1198,743,1944
5110,1199,743,1944
5110,1199,743,1949
5110,1200,744,1954
5110,1201,744,1959
5110,1201,744,1959
5110,1202,744,1964
5110,1207,742,1964
5110,1208,742,1964
5110,1208,741,1974
5110,1208,741,1979
5110,1204,742,1979
5110,1204,742,1984
5110,1205,744,1979
5110,1205,744,1984
5110,1206,743,1984
5110,1207,743,1984
5110,1207,743,1984
5110,1208,743,1989
5110,1208,745,1989
5110,1208,745,1989
5110,1209,745,1994
5110,1209,745,1994
5110,1209,742,1999
5110,1210,742,2004
5110,1210,740,2004
5110,1211,740,2004
5110,1211,741,2009
5110,1212,741,2009
5110,1213,743,2014
5110,1213,743,2014
5110,1214,742,2014
5110,1214,742,2019
5110,1215,742,2019
5110,1215,742,2019
5110,1216,743,2024
5110,1216,743,2029
5110,1216,744,2029
5110,1217,744,2034
5110,1217,742,2034
5110,1218,742,2039
5110,1219,740,2044
5110,1219,740,2044
5110,1220,742,2044
5110,1221,742,2044
5110,1221,744,2044
5110,1222,744,2049
5110,1223,743,2049
5110,1223,743,2054
5110,1223,743,2059
5110,1224,743,2064
5110,1224,744,2064
5110,1224,744,2064
5110,1225,744,2069
5110,1226,744,2069
5110,1226,743,2074
5110,1227,743,2074
5110,1227,741,2079
5110,1223,741,2079
5110,1223,741,2084
5110,1224,741,2084
5110,1229,743,2084
5110,1230,743,2084
5110,1230,743,2089
5110,1230,743,2094
5110,1230,742,2099
5110,1231,742,2099
5110,1231,743,2104
5110,1237,743,2104
5110,1233,744,2109
5110,1233,744,2109
5110,1233,742,2114
5110,1234,742,2114
5110,1234,740,2119
5110,1235,740,2124
5110,1235,742,2124
5110,1235,742,2124
5110,1236,743,2124
5110,1236,743,2129
5110,1237,744,2129
5110,1238,744,2134
5110,1239,742,2134
5110,1229,742,2139
5110,1230,743,2139
5110,1236,743,2144
5110,1236,744,2144
5110,1232,744,2149
5110,1232,741,2154
5110,1227,741,2154
5110,1233,739,2159
5110,1238,739,2159
5110,1234,741,2159
5110,1239,741,2164
5110,1240,743,2164
5110,1246,743,2164
5110,1246,743,2164
5110,1247,743,2169
5110,1248,742,2174
5110,1248,742,2174
5110,1249,744,2179
5110,1249,744,2179
5110,1250,745,2184
5110,1250,745,2184
5110,1250,743,2189
5110,1246,743,2194
5110,1251,741,2194
5110,1247,741,2199
5110,1247,742,2199
5110,1248,742,2204
5110,1249,743,2204
5110,1249,743,2209
5110,1250,743,2209
5110,1250,743,2214
5110,1251,742,2214
5110,1251,742,2214
5110,1251,743,2219
5110,1257,743,2219
5110,1252,744,2219
5110,1253,744,2224
5110,1253,742,2229
5110,1254,742,2229
5110,1255,740,2229
5110,1255,740,2234
5110,1256,740,2239
5110,1257,740,2239
5110,1077,743,1364
5110,1078,743,1369
5110,1078,744,1374
5110,1079,744,1379
5110,1079,743,1384
5110,1080,743,1384
5110,1081,743,1384
5110,1081,743,1389
5110,1082,744,1389
5110,1082,744,1389
5110,1082,742,1389
5110,1083,742,1394
5110,1083,740,1394
5110,1083,740,1394
5110,1088,741,1399
5110,1089,741,1404
5110,1089,743,1404
5110,1085,743,1409
5110,1085,745,1409
5110,1086,745,1414
5110,1086,744,1414
5110,1082,744,1419
5110,1082,745,1419
5110,1083,745,1424
5110,1088,746,1424
5110,1089,746,1429
5110,1089,744,1434
5110,1089,744,1439
5110,1095,742,1439
5110,1095,742,1444
5110,1095,741,1444
5110,1091,741,1444
5110,1092,743,1444
5110,1092,743,1449
5110,1093,745,1454
5110,1093,745,1459
5110,1094,743,1459
5110,1094,743,1464
5110,1095,744,1464
5110,1095,744,1469
5110,1095,745,1469
5110,1096,745,1474
5110,1096,744,1479
5110,1097,744,1479
5110,1098,741,1479
5110,1098,741,1484
5110,1099,741,1484
5110,1100,742,1484
5110,1100,742,1489
5110,1101,742,1494
5110,1101,744,1494
5110,1102,744,1499
5110,1102,743,1504
5110,1102,743,1504
5110,1103,745,1504
5110,1103,745,1504
5110,1104,745,1509
5110,1104,745,1514
5110,1105,745,1514
5110,1105,742,1519
5110,1106,742,1519
5110,1107,742,1519
5110,1107,741,1519
5110,1108,741,1524
5110,1108,742,1524
5110,1109,742,1529
5110,1109,745,1534
5110,1109,743,1539
5110,1110,743,1539
5110,1110,743,1539
5110,1110,744,1539
5110,1111,744,1544
5110,1111,745,1549
5110,1112,745,1549
5110,1113,744,1554
5110,1113,744,1559
5110,1114,741,1559
5110,1114,741,1559
5110,1115,741,1559
5110,1115,741,1564
5110,1115,741,1564
5110,1116,741,1564
5110,1116,744,1564
5110,1116,744,1569
5110,1117,742,1569
5110,1117,742,1574
5110,1118,743,1574
5110,1118,745,1579
5110,1119,745,1579
5110,1119,744,1584
5110,1120,744,1589
5110,1120,741,1589
5110,1121,741,1594
5110,1121,740,1594
5110,1121,740,1594
5110,1122,742,1594
5110,1122,742,1599
5110,1123,744,1599
5110,1123,744,1599
5110,1124,743,1609
5110,1125,743,1614
5110,1125,743,1609
5110,1126,743,1614
5110,1126,745,1619
5110,1127,745,1624
5110,1127,745,1624
5110,1127,745,1624
5110,1127,742,1624
5110,1128,742,1624
5110,1128,741,1629
5110,1129,741,1629
5110,1129,741,1629
5110,1130,742,1629
5110,1131,742,1634
5110,1132,744,1634
5110,1132,743,1639
5110,1128,743,1644
5110,1128,744,1644
5110,1129,744,1649
5110,1134,745,1649
5110,1134,745,1654
5110,1135,745,1654
5110,1135,745,1659
5110,1136,745,1659
5110,1136,742,1659
5110,1137,741,1659
5110,1137,741,1664
5110,1133,741,1664
5110,1134,742,1669
5110,1129,744,1674
5110,1130,744,1674
5110,1130,744,1679
5110,1135,743,1679
5110,1136,743,1684
5110,1136,743,1684
5110,1142,743,1684
5110,1142,745,1689
5110,1143,744,1689
5110,1143,744,1689
5110,1144,742,1689
5110,1144,742,1694
5110,1145,740,1699
5110,1145,740,1699
5110,1146,742,1704
5110,1146,742,1704
5110,1146,745,1704
5110,1146,745,1709
5110,1152,744,1714
5110,1152,744,1714
5110,1147,744,1719
5110,1147,744,1724
5110,1148,746,1724
5110,1148,746,1724
5110,1149,746,1724
5110,1150,746,1724
5110,1150,744,1729
5110,1151,744,1729
5110,1151,741,1734
5110,1147,741,1734
5110,1152,743,1739
5110,1152,743,1744
5110,1153,743,1744
5110,1153,745,1749
5110,1154,745,1754
5110,1154,744,1754
5110,1155,744,1759
5110,1155,744,1759
5110,1156,745,1764
5110,1157,745,1764
5110,1157,745,1769
5110,1158,745,1769
5110,1158,743,1769
5110,1159,743,1769
5110,1159,741,1769
5110,1159,741,1774
5110,1160,742,1774
5110,1160,742,1779
5110,1160,745,1779
5110,1160,745,1779
5110,1161,745,1784
5110,1162,745,1789
5110,1162,744,1789
5110,1163,744,1794
5110,1164,745,1794
5110,1164,745,1794
5110,1165,746,1799
5110,1165,746,1799
5110,1166,743,1804
5110,1166,743,1804
5110,1167,740,1809
5110,1167,740,1809
5110,1167,741,1814
5110,1168,741,1814
5110,1169,743,1819
5110,1169,743,1819
5110,1175,743,1824
5110,1176,743,1824
5110,1176,742,1829
5110,1172,742,1829
5110,1172,744,1829
5110,1173,744,1834
5110,1173,745,1834
5110,1173,745,1834
5110,1174,744,1834
5110,1174,744,1839
5110,1175,741,1844
5110,1175,741,1844
5110,1176,742,1844
5110,1176,742,1844
5110,1177,744,1849
5110,1178,744,1849
5110,1179,744,1854
5110,1179,745,1859
5110,1180,745,1864
5110,1181,743,1864
5110,1181,744,1864
5110,1182,744,1869
5110,1182,745,1869
5110,1183,745,1874
5110,1183,743,1874
5110,1183,743,1874
5110,1184,740,1879
5110,1184,740,1879
5110,1185,740,1884
5110,1185,741,1889
5110,1186,743,1894
5110,1186,743,1894
5110,1187,744,1899
5110,1187,744,1899
5110,1187,743,1899
5110,1187,743,1899
5110,1187,744,1899
5110,1188,744,1904
5110,1188,745,1904
5110,1189,745,1909
5110,1190,743,1909
5110,1190,743,1914
5110,1191,740,1919
5110,1191,740,1919
5110,1192,741,1924
5110,1192,741,1924
